Athlete,College Grade,Name of College,Coll Time,Year,College Conf,College All-Conf,College AA,Olympian,College Division,Event,,,,
Chloe Flora,,,,2019,,,0,,D2,5000m,,,,
Mackenzie Kelly,,,,2019,,,0,,D2,5000m,,,,
Kate Lilly,,,,2019,,,0,,D2,5000m,,,,
Allison Dorr,,,,2019,,,0,,D2,5000m,,,,
Dania Holmberg,,,,2019,,,0,,D2,5000m,,,,
Angelina Ronquillo,,,,2019,,,0,,D2,5000m,,,,
Cassidy Towner,,,,2019,,,0,,D2,5000m,,,,
Jessica Gockley,,,,2019,,,0,,D2,5000m,,,,
Zita Molnar,,,,2019,,,0,,D2,5000m,,,,
Laurel Moyer,,,,2019,,,0,,D2,5000m,,,,
Emily Byrd,,,,2019,,,0,,D2,5000m,,,,
Alexandria Tucker,,,,2019,,,0,,D2,5000m,,,,
Maryssa Depies,,,,2019,,,0,,D2,5000m,,,,
Stefanie Parsons,,,,2019,,,0,,D2,5000m,,,,
Kaylee Crowson,,,,2019,,,0,,D2,5000m,,,,
Brianna Coy,,,,2019,,,0,,D2,5000m,,,,
Kelsey Chambers,,,,2019,,,0,,D2,5000m,,,,
Piper Misse,,,,2019,,,0,,D2,5000m,,,,
Shannon Kalawan,,,,2019,,,0,,D2,400m,,,,
Kissi-Ann Brown,,,,2019,,,1,,D2,400m,,,,
Renea Ambersley,,,,2019,,,1,,D2,400m,,,,
Christine Moss,,,,2019,,,1,,D2,400m,,,,
Alexis Henry,,,,2019,,,1,,D2,400m,,,,
Amanda Crawford,,,,2019,,,0,,D2,400m,,,,
Cameka Witter,,,,2019,,,1,,D2,400m,,,,
Danae Manibog,,,,2019,,,0,,D2,400m,,,,
Mckae Mitchell,,,,2019,,,0,,D2,400m,,,,
Jazmine Smith,,,,2019,,,1,,D2,400m,,,,
Vanessa Aniteye,,,,2019,,,0,,D2,400m,,,,
Brie Courseault,,,,2019,,,0,,D2,400m,,,,
Tawana Allen,,,,2019,,,1,,D2,400m,,,,
Shereen Vallabouy,,,,2019,,,0,,D2,400m,,,,
Kennedy Hardemion,,,,2019,,,0,,D2,400m,,,,
CeCe Telfer,,,,2019,,,0,,D2,400m,,,,
Tianna McKinney,,,,2019,,,0,,D2,400m,,,,
Timarya Baynard,,,,2019,,,0,,D2,400m,,,,
Hanna Williams,,,,2019,,,0,,D2,400m,,,,
Davia Smith,,,,2019,,,0,,D2,400m,,,,
Nele Heinrich,,,,2019,,,0,,D2,400m,,,,
Nicole Sreenan,,,,2019,,,0,,D2,400m,,,,
Amber Littlejohn,,,,2019,,,0,,D2,400m,,,,
Saidah Hardwick,,,,2019,,,0,,D2,400m,,,,
Jami Lewis,,,,2019,,,0,,D2,400m,,,,
Malakah Martinez,,,,2019,,,0,,D2,400m,,,,
Sorenya Miller,,,,2019,,,0,,D2,400m,,,,
Abbey Zastrow,,,,2019,,,0,,D2,400m,,,,
Collia Rowe,,,,2019,,,0,,D2,400m,,,,
Mia Avila,,,,2019,,,0,,D2,400m,,,,
Latavia Hawkins,,,,2019,,,0,,D2,400m,,,,
Anne-Noelle Clerima,,,,2019,,,0,,D2,400m,,,,
Nicolyn Brown,,,,2019,,,0,,D2,400m,,,,
Sarah Beulla,,,,2019,,,0,,D2,400m,,,,
Ombretta Minkue Meye,,,,2019,,,0,,D2,400m,,,,
Ariel Jackson,,,,2019,,,0,,D2,400m,,,,
Jaria Hoyte,,,,2019,,,0,,D2,400m,,,,
Ayana Fields,,,,2019,,,0,,D2,400m,,,,
Renate Bluschke,,,,2019,,,0,,D2,400m,,,,
Kaija Crowe,,,,2019,,,0,,D2,400m,,,,
Emma Montoya,,,,2019,,,0,,D2,400m,,,,
Kaitlyn Matthews,,,,2019,,,0,,D2,400m,,,,
Chloe Sharp,,,,2019,,,0,,D2,400m,,,,
Victoria Major,,,,2019,,,0,,D2,400m,,,,
Bailey Sharon,,,,2019,,,0,,D2,400m,,,,
Shayla Huebner,,,,2019,,,0,,D2,400m,,,,
Tamia Rayford,,,,2019,,,0,,D2,400m,,,,
Crystal Malone,,,,2019,,,0,,D2,400m,,,,
Hiba Mahgoub,,,,2019,,,0,,D2,400m,,,,
Jill Payne,,,,2019,,,0,,D2,400m,,,,
Sarah King,,,,2019,,,1,,D3,400m,,,,
Kaylee Jones,,,,2019,,,1,,D3,400m,,,,
Bella Solis,,,,2019,,,0,,D3,400m,,,,
Gabrielle Noland,,,,2019,,,0,,D3,400m,,,,
Kayla Armstrong,,,,2019,,,1,,D3,400m,,,,
Gina Dello Russo,,,,2019,,,1,,D3,400m,,,,
Erin Andrewlevich,,,,2019,,,1,,D3,400m,,,,
Elizabeth Jones,,,,2019,,,1,,D3,400m,,,,
Delia Labatt,,,,2019,,,0,,D3,400m,,,,
Marissa Jones,,,,2019,,,0,,D3,400m,,,,
Nicole Vacaguzman,,,,2019,,,0,,D3,400m,,,,
Morgan Hallow,,,,2019,,,1,,D3,400m,,,,
Lauren Wrensch,,,,2019,,,0,,D3,400m,,,,
Abbie Felton,,,,2019,,,1,,D3,400m,,,,
Phoebe Aguiar,,,,2019,,,0,,D3,400m,,,,
myiah sturdivant,,,,2019,,,0,,D3,400m,,,,
Jamie Farley,,,,2019,,,0,,D3,400m,,,,
Cortni Arp,,,,2019,,,0,,D3,400m,,,,
Rachel Leonard,,,,2019,,,0,,D3,400m,,,,
Jenny Aguiar,,,,2019,,,0,,D3,400m,,,,
Ellissa Slader,,,,2019,,,0,,D3,400m,,,,
Megan Powell,,,,2019,,,0,,D3,400m,,,,
Lauren Holt,,,,2019,,,0,,D3,400m,,,,
Ella Dunn,,,,2019,,,0,,D3,400m,,,,
Maddie LeBrun,,,,2019,,,0,,D3,400m,,,,
Samantha Gorman,,,,2019,,,0,,D3,400m,,,,
Adora Lawrence,,,,2019,,,0,,D3,400m,,,,
Emily Ciesynski,,,,2019,,,0,,D3,400m,,,,
Taylor Wiederrecht,,,,2019,,,0,,D3,400m,,,,
Jade Griffin,,,,2019,,,0,,D3,400m,,,,
Maya Hammonds,,,,2019,,,0,,D3,400m,,,,
Alexa Popp,,,,2019,,,0,,D3,400m,,,,
Catherine Berry,,,,2019,,,0,,D3,400m,,,,
Megan Gasnick,,,,2019,,,0,,D3,400m,,,,
Quin Fraley,,,,2019,,,0,,D3,400m,,,,
Hayley Brodeur,,,,2019,,,0,,D3,400m,,,,
Debarati Bhanja,,,,2019,,,0,,D3,400m,,,,
Johanna Glaaser,,,,2019,,,0,,D3,400m,,,,
AddieKay Johnson,,,,2019,,,0,,D3,400m,,,,
Hailey Acosta,,,,2019,,,0,,D3,400m,,,,
Makenna Ash,,,,2019,,,0,,D3,400m,,,,
Kamryn Bendolph,,,,2019,,,0,,D3,400m,,,,
Anna Flaitz,,,,2019,,,0,,D3,400m,,,,
Katelyn Hutchison,,,,2019,,,0,,D3,400m,,,,
Ashura Powell,,,,2019,,,0,,D3,400m,,,,
Leda St Cyr,,,,2019,,,0,,D3,400m,,,,
MySherie Johnson ,,,,2019,,,0,,D3,400m,,,,
Ayden Eickhoff,,,,2019,,,0,,D3,400m,,,,
Simone Wilson,,,,2019,,,0,,D3,400m,,,,
Mara Schroeder,,,,2019,,,0,,D3,400m,,,,
Emily Bryson,,,,2019,,,1,,D3,1500m,,,,
Ayden Eickhoff,,,,2019,,,1,,D3,1500m,,,,
Anna Passannante,,,,2019,,,1,,D3,1500m,,,,
Abigail Nadler,,,,2019,,,1,,D3,1500m,,,,
Annie Rodenfels,,,,2019,,,0,,D3,1500m,,,,
Elise Ramirez,,,,2019,,,0,,D3,1500m,,,,
Evonne Bultemeyer,,,,2019,,,1,,D3,1500m,,,,
Katherine Diekema,,,,2019,,,1,,D3,1500m,,,,
Kelly Brennan,,,,2019,,,0,,D3,1500m,,,,
Therese Olshanski,,,,2019,,,1,,D3,1500m,,,,
Claire Lamb,,,,2019,,,0,,D3,1500m,,,,
Christina Scartelli,,,,2019,,,1,,D3,1500m,,,,
Kaitlyn Mooney,,,,2019,,,0,,D3,1500m,,,,
Kierra Zack,,,,2019,,,0,,D3,1500m,,,,
Emily Manfra,,,,2019,,,0,,D3,1500m,,,,
Sarah Rudge,,,,2019,,,0,,D3,1500m,,,,
Tasha Greene,,,,2019,,,0,,D3,1500m,,,,
Hilary Reigle,,,,2019,,,0,,D3,1500m,,,,
Caroline Shipley,,,,2019,,,0,,D3,1500m,,,,
Katy Foltz,,,,2019,,,0,,D3,1500m,,,,
Morgan Marek,,,,2019,,,0,,D3,1500m,,,,
Katie Glew,,,,2019,,,0,,D3,1500m,,,,
Esther Seeland,,,,2019,,,0,,D3,1500m,,,,
Natalie Rogus,,,,2019,,,0,,D3,1500m,,,,
Ariel Keklak,,,,2019,,,0,,D3,1500m,,,,
Heather Sandvik,,,,2019,,,0,,D3,1500m,,,,
Cassidy Kearney,,,,2019,,,0,,D3,1500m,,,,
Anna Barnes,,,,2019,,,0,,D3,1500m,,,,
Kelsey Tierney,,,,2019,,,0,,D3,1500m,,,,
Emily Forner,,,,2019,,,0,,D3,1500m,,,,
Sophie Drew,,,,2019,,,0,,D3,1500m,,,,
Madison Kile,,,,2019,,,0,,D3,1500m,,,,
Margaret Trautner,,,,2019,,,0,,D3,1500m,,,,
Margaret Seybold,,,,2019,,,0,,D3,1500m,,,,
Emily Henson,,,,2019,,,0,,D3,1500m,,,,
Rose Ciriello,,,,2019,,,0,,D3,1500m,,,,
Allie Fernandez,,,,2019,,,0,,D3,1500m,,,,
Julia Bryson,,,,2019,,,0,,D3,1500m,,,,
Rory Kelly,,,,2019,,,0,,D3,1500m,,,,
Raissa Boysen,,,,2019,,,0,,D3,1500m,,,,
Dana Cebulski,,,,2019,,,0,,D3,1500m,,,,
Courtney Beard,,,,2019,,,0,,D3,1500m,,,,
Abby Johnson,,,,2019,,,0,,D3,1500m,,,,
Anna Restemayer,,,,2019,,,0,,D3,1500m,,,,
Isabel Cardi,,,,2019,,,0,,D3,1500m,,,,
Ella Baran,,,,2019,,,0,,D3,1500m,,,,
Veronica Kordrupel,,,,2019,,,0,,D3,1500m,,,,
Johanna Meister,,,,2019,,,0,,D3,1500m,,,,
Hannah Lohrenz,,,,2019,,,0,,D3,1500m,,,,
Kate MacCary,,,,2019,,,0,,D3,1500m,,,,
" MacCary, Kate",,,,2019,,,0,,D3,1500m,,,,
Erica Rittgers,,,,2019,American Rivers Conf,1,0,,D3,800m,,,,
Lily Campbell,,,,2019,American Rivers Conf,1,0,,D3,800m,,,,
Allie Serres,,,,2019,American Rivers Conf,1,0,,D3,800m,,,,
Camryn Larsen,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Ashley Stevens,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Kemunto Ondande,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Belle Tyynismaa,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Rylee Bahe,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Amelia Hornseth,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Audrey Klein,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Kiki Pingel,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Carson McSorley,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Kaylee Osterberger,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Moriah Morter,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Josephine Bautch,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Reagan Janzen,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Miranda Kruiswyk,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Morgan Minear,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Natalie Fober,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Madi Bahe,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Taylor Brtek,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Hanna Hegemann,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Ellie Osterberger,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Mary Gray,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Madelyn Hunke,,,,2019,American Rivers Conf,0,0,,D3,800m,,,,
Rose Ciriello,,,,2019,ECAC,1,0,,D3,800m,,,,
Therese Olshanski,,,,2019,ECAC,1,0,,D3,800m,,,,
Erin Brush,,,,2019,ECAC,1,0,,D3,800m,,,,
Ariel Keklak,,,,2019,ECAC,0,0,,D3,800m,,,,
Sydney Covitz,,,,2019,ECAC,0,0,,D3,800m,,,,
Arielle Summitt,,,,2019,ECAC,0,0,,D3,800m,,,,
Shea McCloskey,,,,2019,ECAC,0,0,,D3,800m,,,,
Gina D'Addario,,,,2019,ECAC,0,0,,D3,800m,,,,
Alyssa McCloskey,,,,2019,ECAC,0,0,,D3,800m,,,,
Kristen Madeia,,,,2019,ECAC,0,0,,D3,800m,,,,
Abby Dalton,,,,2019,ECAC,0,0,,D3,800m,,,,
Laura Greene,,,,2019,ECAC,0,0,,D3,800m,,,,
Kaitlin Muccio,,,,2019,ECAC,0,0,,D3,800m,,,,
Victoria Cabellos,,,,2019,ECAC,0,0,,D3,800m,,,,
Jamie Farley,,,,2019,ECAC,0,0,,D3,800m,,,,
Rose Teszler,,,,2019,ECAC,0,0,,D3,800m,,,,
Sarah Gillooly,,,,2019,ECAC,0,0,,D3,800m,,,,
Juliana Ancalmo,,,,2019,ECAC,0,0,,D3,800m,,,,
Maia Semmes,,,,2019,ECAC,0,0,,D3,800m,,,,
Lilly Price,,,,2019,ECAC,0,0,,D3,800m,,,,
Erin Ward,,,,2019,ECAC,0,0,,D3,800m,,,,
Brittany Gravallese,,,,2019,ECAC,0,0,,D3,800m,,,,
Sarah Newman,,,,2019,ECAC,0,0,,D3,800m,,,,
Yanibel Collado,,,,2019,ECAC,0,0,,D3,800m,,,,
Sydney Green,,,,2019,ECAC,0,0,,D3,800m,,,,
Evonne Bultemeyer,,,,2019,MIAC,1,1,,D3,800m,,,,
Katherine Diekema,,,,2019,MIAC,1,0,,D3,800m,,,,
Chelsea Miskelley,,,,2019,MIAC,1,0,,D3,800m,,,,
Sally Hansma,,,,2019,MIAC,0,0,,D3,800m,,,,
Chloe Brittain,,,,2019,MIAC,0,0,,D3,800m,,,,
Hannah Blystone,,,,2019,MIAC,0,0,,D3,800m,,,,
Hannah Kenny,,,,2019,MIAC,0,0,,D3,800m,,,,
Hattie Greydanus,,,,2019,MIAC,0,0,,D3,800m,,,,
Emily Jackson,,,,2019,MIAC,0,0,,D3,800m,,,,
Jacinda Cole,,,,2019,MIAC,0,0,,D3,800m,,,,
Sadie Heeringa,,,,2019,MIAC,0,0,,D3,800m,,,,
Haley Weesies,,,,2019,MIAC,0,0,,D3,800m,,,,
Sarah Ball,,,,2019,MIAC,0,0,,D3,800m,,,,
Ellie Best,,,,2019,MIAC,0,0,,D3,800m,,,,
Elizabeth Stevens,,,,2019,MIAC,0,0,,D3,800m,,,,
Maria Kuiper,,,,2019,MIAC,0,0,,D3,800m,,,,
Elizabeth Lohman,,,,2019,MIAC,0,0,,D3,800m,,,,
Sarah Neumar,,,,2019,MIAC,0,0,,D3,800m,,,,
Carly Bogdajewicz,,,,2019,MIAC,0,0,,D3,800m,,,,
Madi Howard,,,,2019,MIAC,0,0,,D3,800m,,,,
Alyssa Roels,,,,2019,MIAC,0,0,,D3,800m,,,,
Erin Kloostra,,,,2019,MIAC,0,0,,D3,800m,,,,
Taylor Ten Pas,,,,2019,MIAC,0,0,,D3,800m,,,,
Michelle Koetje,,,,2019,MIAC,0,0,,D3,800m,,,,
Mallory Munderloh,,,,2019,MIAC,0,0,,D3,800m,,,,
Anna Passannante,,,,2019,NESCAC,1,0,,D3,800m,,,,
Ayden Eickhoff,,,,2019,NESCAC,1,0,,D3,800m,,,,
Cassidy Kearney,,,,2019,NESCAC,1,0,,D3,800m,,,,
Meg Wilson,,,,2019,NESCAC,0,0,,D3,800m,,,,
Rhemi Toth,,,,2019,NESCAC,0,0,,D3,800m,,,,
Abby Scott,,,,2019,NESCAC,0,0,,D3,800m,,,,
Elise Lambert,,,,2019,NESCAC,0,0,,D3,800m,,,,
Rebecca Lopez-Anido,,,,2019,NESCAC,0,0,,D3,800m,,,,
Mary Lundin,,,,2019,NESCAC,0,0,,D3,800m,,,,
Tara Lowensohn,,,,2019,NESCAC,0,0,,D3,800m,,,,
Caitlin Ubl,,,,2019,NESCAC,0,0,,D3,800m,,,,
Anna Barnes,,,,2019,NESCAC,0,0,,D3,800m,,,,
Claire Traum,,,,2019,NESCAC,0,0,,D3,800m,,,,
Hannah Neilon,,,,2019,NESCAC,0,0,,D3,800m,,,,
Katelyn Pease,,,,2019,NESCAC,0,0,,D3,800m,,,,
Caroline Shipley,,,,2019,NESCAC,0,0,,D3,800m,,,,
Lucy Lang,,,,2019,NESCAC,0,0,,D3,800m,,,,
Lauren Diaz,,,,2019,NESCAC,0,0,,D3,800m,,,,
So Kim,,,,2019,NESCAC,0,0,,D3,800m,,,,
Julia Gake,,,,2019,NESCAC,0,0,,D3,800m,,,,
Julia Noble,,,,2019,NESCAC,0,0,,D3,800m,,,,
Emily Bulczynski,,,,2019,NESCAC,0,0,,D3,800m,,,,
Summer-Solstice Thomas,,,,2019,NESCAC,0,0,,D3,800m,,,,
Abigael Osmanski,,,,2019,NESCAC,0,0,,D3,800m,,,,
Sarah Rothmann,,,,2019,NESCAC,0,0,,D3,800m,,,,
Mary Corcoran,,,,2019,NESCAC,0,0,,D3,800m,,,,
Nicole Johnson,,,,2019,NESCAC,0,0,,D3,800m,,,,
Brianna Bourne,,,,2019,NESCAC,0,0,,D3,800m,,,,
Rachel Leonard,,,,2019,NESCAC,0,0,,D3,800m,,,,
Claudia Schatz,,,,2019,NESCAC,0,0,,D3,800m,,,,
Erica Barrett,,,,2019,NESCAC,0,0,,D3,800m,,,,
Julia Mitchell,,,,2019,NESCAC,0,0,,D3,800m,,,,
Abigail Nadler,,,,2019,NESCAC,0,0,,D3,800m,,,,
Grace Dailey,,,,2019,NESCAC,0,0,,D3,800m,,,,
Katie Glew,,,,2019,NESCAC,0,0,,D3,800m,,,,
Jenny Mazzella,,,,2019,NESCAC,0,0,,D3,800m,,,,
Rhoen Fiutak,,,,2019,NESCAC,0,0,,D3,800m,,,,
Emily Murray,,,,2019,NESCAC,0,0,,D3,800m,,,,
Brit Biddle,,,,2019,NESCAC,0,0,,D3,800m,,,,
Isabella Montes De Oca,,,,2019,NESCAC,0,0,,D3,800m,,,,
Anna Willig,,,,2019,NESCAC,0,0,,D3,800m,,,,
Becky Velie,,,,2019,NESCAC,0,0,,D3,800m,,,,
Lilly Wells,,,,2019,NESCAC,0,0,,D3,800m,,,,
Scarlet Bliss,,,,2019,NESCAC,0,0,,D3,800m,,,,
Erin Hollenbaugh,,,,2019,NESCAC,0,0,,D3,800m,,,,
Bridget McKiernan,,,,2019,NESCAC,0,0,,D3,800m,,,,
Rachel Ruderman,,,,2019,NESCAC,0,0,,D3,800m,,,,
Alison Moky,,,,2019,NESCAC,0,0,,D3,800m,,,,
Shannon Kennedy,,,,2019,NESCAC,0,0,,D3,800m,,,,
Leah Rosenfeld,,,,2019,NESCAC,0,0,,D3,800m,,,,
Chloe Smith,,,,2019,NESCAC,0,0,,D3,800m,,,,
Grace Haase,,,,2019,NESCAC,0,0,,D3,800m,,,,
Elizabeth Hensley,,,,2019,NESCAC,0,0,,D3,800m,,,,
Katie Lingen,,,,2019,NESCAC,0,0,,D3,800m,,,,
Sophie Matt,,,,2019,NESCAC,0,0,,D3,800m,,,,
Kate MacCary,,,,2019,NESCAC,0,0,,D3,800m,,,,
Olivia Mitchell,,,,2019,NESCAC,0,0,,D3,800m,,,,
Brigit Humphreys,,,,2019,NESCAC,0,0,,D3,800m,,,,
Rachel Scheub,,,,2019,NESCAC,0,0,,D3,800m,,,,
Caroline Stevenson,,,,2019,NESCAC,0,0,,D3,800m,,,,
Tasha Greene,,,,2019,NESCAC,0,0,,D3,800m,,,,
Alexis Jakubowski,,,,2019,NESCAC,0,0,,D3,800m,,,,
Molly Carleton,,,,2019,NESCAC,0,0,,D3,800m,,,,
Kristen Andersen,,,,2019,NESCAC,0,0,,D3,800m,,,,
Meredith Griffin,,,,2019,NESCAC,0,0,,D3,800m,,,,
Elizabeth Greene,,,,2019,NESCAC,0,0,,D3,800m,,,,
Sophie Scobell,,,,2019,NESCAC,0,0,,D3,800m,,,,
Sarah Levine,,,,2019,NESCAC,0,0,,D3,800m,,,,
Mary Brenna Catus,,,,2019,NESCAC,0,0,,D3,800m,,,,
Hannah Donovan,,,,2019,NESCAC,0,0,,D3,800m,,,,
Sierra Loomis,,,,2019,NESCAC,0,0,,D3,800m,,,,
Natasha Lane,,,,2019,NESCAC,0,0,,D3,800m,,,,
Taylor Burns,,,,2019,NESCAC,0,0,,D3,800m,,,,
Rebecca Berube,,,,2019,NESCAC,0,0,,D3,800m,,,,
Mae Sefransky,,,,2019,NESCAC,0,0,,D3,800m,,,,
Bailey Tregoning,,,,2019,NEWMAC,1,1,,D3,800m,,,,
Margaret Trautner,,,,2019,NEWMAC,1,0,,D3,800m,,,,
Marissa McPhillips,,,,2019,NEWMAC,1,0,,D3,800m,,,,
Kristen Madeia,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Corrin Moss,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Skylar Brooks,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Olivia Del Guercio,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Callie Schadt,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Maeve Roach,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Katie Nugent,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Keely Nistler,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Emma Hartzel,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Sydney Nash,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Abigail Murdock,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Stephanie Rodriquez,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Karena Garcia,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Simone Jacob,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Mary Scrivanich,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Ava Shipman,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Katie O'Dea,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Grace Regan,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Katherine Leckbee ,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Chelsea El Hajj ,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Katherine Brown,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Olivia Suski,,,,2019,NEWMAC,0,0,,D3,800m,,,,
Kelly Brennan,,,,2019,OAC,1,1,,D3,800m,,,,
Avery Ewing,,,,2019,OAC,1,0,,D3,800m,,,,
Sarah Mason,,,,2019,OAC,1,0,,D3,800m,,,,
Katy Foltz,,,,2019,OAC,0,0,,D3,800m,,,,
Toni Beuck,,,,2019,OAC,0,0,,D3,800m,,,,
Madison Kile,,,,2019,OAC,0,0,,D3,800m,,,,
Bella Pendola,,,,2019,OAC,0,0,,D3,800m,,,,
Gina Kowalewicz,,,,2019,OAC,0,0,,D3,800m,,,,
Michaela Fox,,,,2019,OAC,0,0,,D3,800m,,,,
Sarah Bedell,,,,2019,OAC,0,0,,D3,800m,,,,
Katie Fowler,,,,2019,OAC,0,0,,D3,800m,,,,
Madison MacElrevey,,,,2019,OAC,0,0,,D3,800m,,,,
Emily Henson,,,,2019,OAC,0,0,,D3,800m,,,,
Rory Vigrass,,,,2019,OAC,0,0,,D3,800m,,,,
Hilary Reigle,,,,2019,OAC,0,0,,D3,800m,,,,
Emily Schutt,,,,2019,OAC,0,0,,D3,800m,,,,
Brittany McCauley,,,,2019,OAC,0,0,,D3,800m,,,,
Cortni Arp,,,,2019,OAC,0,0,,D3,800m,,,,
Madeleine Routhier,,,,2019,OAC,0,0,,D3,800m,,,,
Elise Chojnacki,,,,2019,OAC,0,0,,D3,800m,,,,
Larkin Joseph,,,,2019,OAC,0,0,,D3,800m,,,,
Jamie Amoroso,,,,2019,OAC,0,0,,D3,800m,,,,
Natalie Vinci,,,,2019,OAC,0,0,,D3,800m,,,,
Alyssa Laughner,,,,2019,OAC,0,0,,D3,800m,,,,
Heather Sandvik,,,,2019,OAC,0,0,,D3,800m,,,,
Shannon Imbornoni,,,,2019,SUNYAC,1,0,,D3,800m,,,,
Veronica Kordrupel,,,,2019,SUNYAC,1,0,,D3,800m,,,,
Holly Heil,,,,2019,SUNYAC,1,0,,D3,800m,,,,
Dana Cebulski,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Aislyn McDonough,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Rose Pitman,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Kayla Wheeler,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Tess Duignan,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Emily Pomainville,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Zoe Wilki-Tomasik,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Emily Gustafson,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Julianna Lauricella,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Taylor Canet,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Allie Fernandez,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Clara Sensini,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Emily Maguire,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Molly Kabza,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Marissa Jones,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Taylor McClay,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Emily Fish,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Allison Miller,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Angela Calabrese,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Olivia Ryan,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Ashley Lyons,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Kylie McFall,,,,2019,SUNYAC,0,0,,D3,800m,,,,
Nicole Vacaguzman,,,,2019,UAA,1,1,,D3,800m,,,,
Emily Bryson,,,,2019,UAA,1,0,,D3,800m,,,,
Doyin Ogundiran,,,,2019,UAA,1,1,,D3,800m,,,,
Rose Ciriello,,,,2019,UAA,0,0,,D3,800m,,,,
Grace Bristow,,,,2019,UAA,0,0,,D3,800m,,,,
Emily Stegmeier,,,,2019,UAA,0,0,,D3,800m,,,,
Sara Mesiano,,,,2019,UAA,0,0,,D3,800m,,,,
Kaitlyn Van Baalen,,,,2019,UAA,0,0,,D3,800m,,,,
Natalie Rogus,,,,2019,UAA,0,0,,D3,800m,,,,
Maddie DeVoe,,,,2019,UAA,0,0,,D3,800m,,,,
Kayla O'Shea,,,,2019,UAA,0,0,,D3,800m,,,,
Leinni Valdez,,,,2019,UAA,0,0,,D3,800m,,,,
Julia Bryson,,,,2019,UAA,0,0,,D3,800m,,,,
Katie Jasminski,,,,2019,UAA,0,0,,D3,800m,,,,
Sophie Grigaux,,,,2019,UAA,0,0,,D3,800m,,,,
Aliya Schenck,,,,2019,UAA,0,0,,D3,800m,,,,
Lisbeth Valdez,,,,2019,UAA,0,0,,D3,800m,,,,
Brenda Alvarado,,,,2019,UAA,0,0,,D3,800m,,,,
Lauren Shpiz,,,,2019,UAA,0,0,,D3,800m,,,,
